,vacancyTitle,conceptUri
1478,TeleMarketing Assistant - NO SALES TARGET!,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1479,Content Review Analyst (4),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1480,Indoor/Outdoor Sales Executive,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1481,BANGLA SPEAKER ,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1482,Sales Executive  /Tele-Sales,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1483,INSIDE SALES COORDINATOR,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1484,Telesales and Marketing Executive,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1485,Mag Management Services(Chinese Permanent Telesales),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1486,Customer Service Representative - Vietnamese Language,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1487,Customer Services Executive (Call Center),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1488,Customer Service Officer - Melaka ,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1489,GCP Billing- Korean speaking,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1490,Field Service Coordinator ( Cantonese Speaker),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1491,Call Centre Operation Manager,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1492,FINANCIAL EXE – TELEMARKETING (MANDARIN SPEAKING),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1493,Customer Service Executive - Urdu Speaker,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1494,Telesales,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1495,Telemarketing sales executive ,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1496,Telemarketing Executive #MCT,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1497,Indoor Telemarketer,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1498,Telemarketing Executive (Salary Up t0 RM2150) ,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1499,Customer Service Representative - Tagalog,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1500,Contact Centre Executive (Chinese Speaking),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1501,Content Moderator - Tagalog,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1502,Nepalese Speaker ,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1503,Content Review Analyst (3),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1504,Customer Service Executive (Native Indonesian)-Fashion,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1505,CUSTOMER SERVICE SPECIALIST - INSURANCE,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1506,TELESALES CONSULTANT - CALL CENTRE,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1507,Customer Service Executive (Native Japanese speaker),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1508,CUSTOMER SERVICE / TECHNICAL SUPPORT,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1509,Education Counsellor,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1510,Telemarketing & administrator,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1511,CALL CENTRE AGENT,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1512,TELEMARKETING CUM ADMIN ASSISTANT,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1513,Customer Service (Outbound),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1514,Khidmat Pelanggan (Customer Service Representative),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1515,Telesales Professional (Telecommunication),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1516,Telemarketing Executive (Salary Up to RM 2150),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1517,Virtual Cloud Professional - Korean Speaking,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1518,TELESALES / SALES EXECUTIVE,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1519,Multinational Contact Center Agent (Thai Speaker),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1520,OPEN INTERVIEW - INSURANCE ADVISOR CALL CENTER,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1521,English CX Representatives,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1522,Tele Sale/ Telemarketing,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1523,CUSTOMER SERVICE PROFESSIONAL,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1524,Solution Specialist - Australia Market,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1525,Partner Program Support Agent - Japanese speaking,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1526,Call centre agent,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1527,Emergency Telephone Support Assistant @ Kelana Jaya ,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1528,Customer Service Exec- IT/Telco (Contract) @ Shah Alam (Stro,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1529,TELESALES (CHINESE SPEAKING),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1530,call centre representative ,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1531,Customer Service Executive (Native Japanese)-Travel,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1532,TeleSales ,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1533,Customer Service Executive (Native Vietnamese)-Hotel&Travel,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1534,Call Centre Team Leader,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1535,Customer Service Executive (Native Japanese Bilingual),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1536,Customer Service cum Sales Executive,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1537,Telemarketing Representative,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1538,Team Leader - Telesales,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1539,TELEMARKETING ,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1540,IT HW Technical Support - Japanese speaking,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1541,Operator Call Centre,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1542,TELEMARKETING ASSOCIATE,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1543,TELEMARKETING EXECUTIVE (MALE),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1544,Customer Service Representative - Thai ,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1545,Telemarketing,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1546,WSG CUSTOMER SERVICE ,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1547,Ecommerce Sales - Voice Support,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1548,Telemarketing (Finance),http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1549,KERANI CLERK,http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19
1550,Manpower Services Supervisor,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1551,Administrator,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1552,OFFICE MANAGER,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1553,"SR PROGRAM MANAGER, TSE-SIG",http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1554,Business Operations Executive,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1555,Corporate Manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1556,Swimming School Administrative Executive,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1557,"Manager, SODEMC",http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1558,Cleaner supervisor,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1559,Administrative Executive,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1560,Film Society Manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1561,ACCOUNT CUM ADMIN EXECUTIVE-URGENT,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1562,SR. FRONT OFFICE OFFICER,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1563,Maintenance/Security Supervisor,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1564,COORDINATOR OFFICER,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1565,HEAD OF CREWING ADMIN,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1566,Manager Workplace,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1567,Senior Administrator,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1568,SENIOR MANAGER (BUSINESS SUPPORTS & ADMIN),http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1569,Admin & Collection ,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1570,Senior Key Account Manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1571,Admin Manager - Pontoon,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1572,CENTRE SUPERVISOR,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1573,Nursing Administrator,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1574,Operations manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1575,HUMAN RESOURCES/ADMIN ,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1576,Administrative Assistant/Office Manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1577,Apperanties Trainee Manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1578,CHIEF EXECUTIVE OFFICER,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1579,Business Operations Support,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1580, Admin Manager ,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1581,Customer Service Admin,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1582,Rail Systems Leader,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1583,Department Supervisor,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1584,junior executive,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1585,LOGISTICS ADMINISTRATION EXECUTIVE,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1586,Petrol Pump - Supervisor,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1587,ADMIN CUM HUMAN RESOURCE EXECUTIVE,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1588,ASSISTANT ADMIN,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1589,Administration Executive/ Manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1590,ADMIN EXECUTIVE,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1591,Apprentice (Project Apprenticeship),http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1592,ADMIN CUM OPERATION MANAGER,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1593,PARTNERSHIP MANAGER,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1594,"EXECUTIVE, ADMIN",http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1595,Production Admin,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1596,Admin Cum Human Resources Executive,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1597,"Executive, PPCD",http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1598,"Administator - manage office, assets, manpower, logistics",http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1599,Associate Manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1600,Business Administration,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1601,Senior Administrative Executive,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1602,Parts Officer,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1603,Customer Relationship Supervisor,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1604,Admin Supervisor,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1605,ADMIN HR MANAGER,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1606,PROJECT ADMINISTRATION EXECUTIVE,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1607,supervisor ,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1608,Entrepreneur in training,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1609,"Executive, PVD",http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1610,admin executive,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1611,Wellness Centre Coordinator,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1612,ADMIN CUM OPERATION ASSISTANT,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1613,"Executive, International Student Unit",http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1614,Design Coordinator,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1615,Internship Business Management,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1616,Account Coordinator,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1617,Management Team,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1618,Supervisor (Kitchen Lab),http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1619,Admirative ,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1620,Executive Certification Department,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1621,HUMAN RESOURCES TRAINEE,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1622,MANAGER,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1623,ADMIN SUPERVISOR,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1624,Senior Admin Manager & PA,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1625,TRANSPORTATION COORDINATOR,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1626,Centre Supervisor,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1627,Personal Assistance Cum Administrator,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1628,Business Admin & Control,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1629,LABORATORY MANAGER ,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1630,"COORDINATOR, INVENTORY CONTROLLER ",http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1631,QMS MANAGER,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1632,Office automation manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1633,admin / clerk,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1634,ADMINISTRATOR,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1635,ASSISTANT TRAINING COORDINATOR,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1636,Operational Manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1637,Administration Support Officer,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1638,Child Day Care Centre Manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1639,ADMINISTRATOR EXECUTIVE,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1640,DOCUMENT CONTROLLER & ADMIN SUPERVISOR,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1641,Admin Manager ,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1642,Buying Admin Executive,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1643,Admin Executive / Admin Assistant Manager ,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1644,Office Manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1645,Chief Operations Executive  ,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1646,"Head, Administration ",http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1647,Operation Senior Manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1648,ADMINISTRATIVE MANAGER,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1649,Administrative and Commercial Manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1650,ADMIN & FINANCE EXECUTIVE,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1651,FLOOR MANAGER 1 AND 2,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1652,Chief Clerk (Plantation),http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1653,EXECUTIVE MANAGER,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1654,COATING EXECUTIVE / PLANNER,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1655,BUSINESS ADMINISTRATOR (HEALTHCARE),http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1656,Center Coordinator,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1657,Admin / Administrator / Coordinator,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1658,Supervisor,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1659," EXECUTIVE, PROCUREMENT (EXPEDITING & PROJECT HANDLING)",http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1660,SUPERVISOR,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1661,"Sales Coordinator @ MNC (1 year Contract, Open for FreshGrad",http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1662,Manager Residency,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1663,After-Sales Admin Executive,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1664,"Admin, Sales & Marketing and Customer Service Manager",http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1665,Production and Operation Supervisor,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1666,Admin Officer,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1667,Administrative Manager/Senior Executive,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1668,Administrative Officer,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1669,Executive Manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1670,RIG ADMINISTRATOR ,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1671,Administrative Associate,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1672,Cleaning Operations Head,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1673,Seafreight,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1674,"SUPERVISOR CUM PATROLLING OFFICER IN BATU KAWAN, PENANG",http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1675,Coordinator ,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1676,"Head, Administration and Finance",http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1677,Clinic Manager,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1678,Admin and Operation Executive,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1679,"RETAIL ASSISTANT @ CALTEX SEKSYEN 3 , SHAH ALAM",http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1680,Supervisor (Inbound) ,http://data.europa.eu/esco/occupation/6e6839b6-099c-4802-906e-7f2c8203ee69
1681,"Manager, Group Sales & Marketing",http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1682,Digital Marketing/Sales Consultant,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1683,Associate Marketing Director,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1684,Marketing Communication Manager,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1685,ADVERTISING MANAGER,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1686,FRANCHISE MANAGER,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1687,ASSISTANT CONSTRUCTION MANAGER,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1688,PR Manager,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1689,SALE AND MARKETING MANAGER ,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1690,Senior Online Marketer,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1691,Marketing Manager/Strategy Manager/Social Media Manager,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1692,Venture Manager Takaful ,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1693,Marketing Lead,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1694,Japanese speaking Marketing Manager,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1695,SALES & MARKETING - MARCOM EXECUTIVE (DIGITAL MARKETING),http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1696,Account Servicing Manager,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1697,MARKETING & GRAPHICS MANAGER,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1698,Media Manager,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1699,Advertising manager,http://data.europa.eu/esco/occupation/4ebf2dae-c326-4627-befe-fbc91410f432
1700,BRAND ADMIN,http://data.europa.eu/esco/occupation/e01719f4-d7dd-42fe-b504-93128520f84a
1701,Junior Brand Executive,http://data.europa.eu/esco/occupation/e01719f4-d7dd-42fe-b504-93128520f84a
1702,Brand Executive,http://data.europa.eu/esco/occupation/e01719f4-d7dd-42fe-b504-93128520f84a
1703,PROMOTER LEAD,http://data.europa.eu/esco/occupation/e01719f4-d7dd-42fe-b504-93128520f84a
1704,Digital Account Servicing,http://data.europa.eu/esco/occupation/e01719f4-d7dd-42fe-b504-93128520f84a
1705,Brand Advertising Strategist,http://data.europa.eu/esco/occupation/e01719f4-d7dd-42fe-b504-93128520f84a
1706,Advertising specialist,http://data.europa.eu/esco/occupation/e01719f4-d7dd-42fe-b504-93128520f84a
1707,Advertising/Marketing,http://data.europa.eu/esco/occupation/e01719f4-d7dd-42fe-b504-93128520f84a
1708,Marketing Activation Senior Executive/Executive,http://data.europa.eu/esco/occupation/e01719f4-d7dd-42fe-b504-93128520f84a
